LIB,NONE,LIB,LIB,LIB,ALP,NONE,NONE,NONE,LIB,ALP,ALP,ALP,NONE,LIB,IND*,IND,LIB,ALP,LIB,LIB,NONE,ALP,ALP,NONE,NONE,ALP,ALP,NONE,ALP,LIB,IND*,IND*,NONE,ALP,NONE,ALP,ALP,ALP,LIB,LIB,ALP,ALP,LIB,LIB,ALP,NONE,0
N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,0
